TotalAmt,UnappliedAmt,ProcessPayment,domain,sparse,Id,SyncToken,TxnDate,Line,CustomerRef_value,CustomerRef_name,DepositToAccountRef_value,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,LinkedTxn,PaymentMethodRef_value,PaymentRefNum
988.83,0,False,QBO,False,512,0,2023-06-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 90.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 365.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",55,Oxon Insurance Agency:Oxon -- Holiday Party,16,2023-06-12 06:22:11,2023-06-12 06:22:11,AUD,Australian Dollar,"[{'TxnId': '128', 'TxnType': 'Payment'}]",5,17393
359.6,0,False,QBO,False,513,0,2022-02-28,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",55,Oxon Insurance Agency:Oxon -- Holiday Party,56,2022-02-28 22:37:25,2022-02-28 22:37:25,AUD,Australian Dollar,"[{'TxnId': '32', 'TxnType': 'Payment'}]",5,50497
660.83,0,False,QBO,False,514,1,2023-07-03,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",50,Lew Plumbing,46,2023-07-03 19:56:59,2023-07-03 19:56:59,AUD,Australian Dollar,"[{'TxnId': '97', 'TxnType': 'Payment'}]",3,49958
994.84,0,False,QBO,False,515,0,2023-02-18,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",48,Karna Nisewaner,70,2023-02-18 23:07:54,2023-02-18 23:07:54,AUD,Australian Dollar,[],6,85209
631.61,0,False,QBO,False,516,0,2023-01-18,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",39,Froilan Rosqueta,4,2023-01-18 07:40:39,2023-01-18 07:40:39,AUD,Australian Dollar,[],7,2623
618.45,0,False,QBO,False,517,0,2021-10-06,"[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",26,Travis Waldron,79,2021-10-06 23:15:32,2021-10-06 23:15:32,USD,United States Dollar,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]",6,59361
901.55,0,False,QBO,False,518,0,2020-12-13,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",28,Wedding Planning by Whitney,67,2020-12-13 20:39:00,2020-12-13 20:39:00,USD,United States Dollar,[],4,8932
613.4,0,False,QBO,False,519,1,2022-01-19,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",5,Dukes Basketball Camp,8,2022-01-19 22:31:30,2022-01-19 22:31:30,USD,United States Dollar,"[{'TxnId': '76', 'TxnType': 'Payment'}]",7,18921
339.6,0,False,QBO,False,520,0,2023-02-27,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 90.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 365.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",12,Jeff's Jalopies,83,2023-02-27 07:22:15,2023-02-27 07:22:15,USD,United States Dollar,"[{'TxnId': '128', 'TxnType': 'Payment'}]",3,89935
187.63,0,False,QBO,False,521,1,2021-03-31,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",50,Lew Plumbing,34,2021-03-31 06:16:13,2021-03-31 06:16:13,AUD,Australian Dollar,"[{'TxnId': '15', 'TxnType': 'Payment'}]",10,57138
875.98,0,False,QBO,False,522,1,2022-05-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",34,Chadha's Consultants,53,2022-05-12 11:10:00,2022-05-12 11:10:00,AUD,Australian Dollar,[],5,53636
702.28,0,False,QBO,False,523,0,2021-10-24,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",27,Video Games by Dan,15,2021-10-24 14:25:42,2021-10-24 14:25:42,USD,United States Dollar,"[{'TxnId': '29', 'TxnType': 'StatementCharge'}, {'TxnId': '98', 'TxnType': 'Payment'}]",4,23854
6.61,0,False,QBO,False,524,0,2023-05-27,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",19,Rago Travel Agency,30,2023-05-27 23:54:46,2023-05-27 23:54:46,USD,United States Dollar,[],7,17847
544.55,0,False,QBO,False,525,0,2022-09-16,"[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",44,Jen Zaccarella,32,2022-09-16 15:53:12,2022-09-16 15:53:12,AUD,Australian Dollar,"[{'TxnId': '46', 'TxnType': 'Estimate'}]",2,98298
237.54,0,False,QBO,False,526,0,2022-10-18,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",31,Alex Blakey,44,2022-10-18 13:59:17,2022-10-18 13:59:17,USD,United States Dollar,"[{'TxnId': '15', 'TxnType': 'Payment'}]",8,93501
101.63,0,False,QBO,False,527,0,2022-05-21,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",49,Kristy Abercrombie,65,2022-05-21 16:44:24,2022-05-21 16:44:24,GBP,British Pound Sterling,[],5,53115
784.75,0,False,QBO,False,528,0,2023-08-30,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",24,Sonnenschein Family Store,26,2023-08-30 16:36:55,2023-08-30 16:36:55,USD,United States Dollar,[],8,79729
747.93,0,False,QBO,False,529,0,2022-09-05,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",45,Jordan Burgess,78,2022-09-05 05:27:19,2022-09-05 05:27:19,AUD,Australian Dollar,"[{'TxnId': '76', 'TxnType': 'Payment'}]",5,78578
271.36,0,False,QBO,False,530,0,2022-02-27,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",20,Red Rock Diner,57,2022-02-27 15:16:42,2022-02-27 15:16:42,USD,United States Dollar,[],0,97519
0.43,0,False,QBO,False,531,0,2023-11-04,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",19,Rago Travel Agency,29,2023-11-04 02:57:29,2023-11-04 02:57:29,USD,United States Dollar,[],2,75671
82.79,0,False,QBO,False,532,0,2023-06-07,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 16.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 291.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",28,Wedding Planning by Whitney,68,2023-06-07 10:45:32,2023-06-07 10:45:32,USD,United States Dollar,[],10,38390
771.45,0,False,QBO,False,533,0,2021-07-15,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Custom Design', 'Amount': 262.5, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Fountain Pump', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 22.5, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 582.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",6,Dylan Sollfrank,16,2021-07-15 21:36:59,2021-07-15 21:36:59,USD,United States Dollar,"[{'TxnId': '41', 'TxnType': 'Estimate'}]",5,27658
907.24,0,False,QBO,False,534,0,2022-01-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",19,Rago Travel Agency,42,2022-01-02 21:37:59,2022-01-02 21:37:59,USD,United States Dollar,"[{'TxnId': '33', 'TxnType': 'Payment'}]",3,65316
389.9,0,False,QBO,False,535,0,2023-07-09,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 120.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Maintenance & Repair', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '9', 'name': 'Maintenance & Repair'}, 'UnitPrice': 50, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 205.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",17,Mark Cho,4,2023-07-09 21:50:04,2023-07-09 21:50:04,USD,United States Dollar,"[{'TxnId': '74', 'TxnType': 'Payment'}, {'TxnId': '72', 'TxnType': 'Payment'}]",1,8590
358.86,0,False,QBO,False,536,0,2021-10-11,"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",47,Kari Steblay,12,2021-10-11 06:20:40,2021-10-11 06:20:40,AUD,Australian Dollar,[],2,55960
107.3,0,False,QBO,False,537,0,2023-09-01,"[{'Id': '1', 'LineNum': 1, 'Description': '2 cubic ft. bag', 'Amount': 150.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 425.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",12,Jeff's Jalopies,15,2023-09-01 19:25:12,2023-09-01 19:25:12,USD,United States Dollar,"[{'TxnId': '101', 'TxnType': 'Payment'}]",2,88713
388.4,0,False,QBO,False,538,0,2021-05-08,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",49,Kristy Abercrombie,68,2021-05-08 20:40:52,2021-05-08 20:40:52,GBP,British Pound Sterling,"[{'TxnId': '76', 'TxnType': 'Payment'}]",9,96742
356.51,0,False,QBO,False,539,0,2023-10-06,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",48,Karna Nisewaner,5,2023-10-06 14:39:41,2023-10-06 14:39:41,AUD,Australian Dollar,[],4,48638
41.36,0,False,QBO,False,540,1,2021-05-28,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",50,Lew Plumbing,71,2021-05-28 09:21:00,2021-05-28 09:21:00,AUD,Australian Dollar,"[{'TxnId': '76', 'TxnType': 'Payment'}]",5,44133
48.7,0,False,QBO,False,541,0,2021-10-15,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",44,Jen Zaccarella,76,2021-10-15 01:03:59,2021-10-15 01:03:59,AUD,Australian Dollar,"[{'TxnId': '116', 'TxnType': 'Payment'}]",6,98932
506.22,0,False,QBO,False,542,0,2022-12-15,"[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",27,Video Games by Dan,22,2022-12-15 15:18:57,2022-12-15 15:18:57,USD,United States Dollar,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]",8,79845
