AllowIPNPayment,AllowOnlinePayment,AllowOnlineCreditCardPayment,AllowOnlineACHPayment,domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,DueDate,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,EmailStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TxnTaxCodeRef_value,TxnTaxDetail_TotalTax,TxnTaxDetail_TaxLine,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,ShipAddr_Id,ShipAddr_Line1,ShipAddr_City,ShipAddr_CountrySubDivisionCode,ShipAddr_PostalCode,ShipAddr_Lat,ShipAddr_Long,SalesTermRef_value,SalesTermRef_name,BillEmail_Address,PrivateNote,DeliveryInfo_DeliveryType
False,False,False,False,QBO,False,911,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8360,2021-06-07,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-07-07,466,False,NeedToPrint,NeedToSend,219,2021-06-07 01:14:46,2021-06-10 04:24:46,GBP,British Pound Sterling,,,,49,Kristy Abercrombie,Thank you for your business and have a great day!,44.0,Boveney,Windsor,,SL4 6QP,51.4910429,-0.651005,,,,,,,,3,Net 30,,mission accept few event own,Email
False,False,False,False,QBO,False,912,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5329,2023-11-23,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-12-23,749,False,NeedToPrint,NeedToSend,451,2023-11-23 00:39:16,2023-11-26 03:49:16,AUD,Australian Dollar,,,,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,1 Success Way,Sydney,NSW,2000,-33.871226,150.897656,,,,,,,,3,Net 30,,church guy pull,Email
False,False,False,False,QBO,False,913,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4178,2023-05-29,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-06-28,682,False,NeedToPrint,NeedToSend,474,2023-05-29 05:00:42,2023-06-01 08:10:42,USD,United States Dollar,,,,3,Cool Cars,Thank you for your business and have a great day!,4.0,65 Ocean Dr.,Half Moon Bay,CA,94213,37.4300318,-122.4336537,,,,,,,,3,Net 30,Cool_Cars@intuit.com,,Email
False,False,False,False,QBO,False,914,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9424,2021-05-28,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-06-27,749,False,NeedToPrint,NotSet,478,2021-05-28 14:58:17,2021-05-31 18:08:17,USD,United States Dollar,,,,3,Cool Cars,Thank you for your business and have a great day!,4.0,65 Ocean Dr.,Half Moon Bay,CA,94213,37.4300318,-122.4336537,,,,,,,,3,Net 30,Cool_Cars@intuit.com,whether leave apply,
False,False,False,False,QBO,False,915,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5101,2021-10-05,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-11-04,601,False,NeedToPrint,NotSet,337,2021-10-05 20:19:25,2021-10-08 23:29:25,USD,United States Dollar,2.0,48.08,"[{'Amount': 48.08, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 552.92}}]",22,Shara Barnett,Thank you for your business and have a great day!,23.0,77 University,Palo Alto,CA,94303,37.4431445,-122.164443,23.0,77 University,Palo Alto,CA,94303.0,37.4431445,-122.164443,3,Net 30,Shara@Barnett.com,west be,
False,False,False,False,QBO,False,916,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7385,2021-12-02,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-01-01,223,False,NotSet,NeedToSend,152,2021-12-02 03:09:06,2021-12-05 06:19:06,USD,United States Dollar,2.0,17.84,"[{'Amount': 17.84, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 205.16}}]",10,Geeta Kalapatapu,Thank you for your business and have a great day!,10.0,1987 Main St.,Middlefield,CA,94303,37.445013,-122.1391443,10.0,1987 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,3,Net 30,Geeta@Kalapatapu.com,challenge,Email
False,False,False,False,QBO,False,917,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2313,2021-03-02,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-04-01,295,False,NeedToPrint,NeedToSend,164,2021-03-02 21:12:25,2021-03-06 00:22:25,USD,United States Dollar,2.0,23.6,"[{'Amount': 23.6, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 271.4}}]",2,Bill's Windsurf Shop,Thank you for your business and have a great day!,3.0,12 Ocean Dr.,Half Moon Bay,CA,94213,37.4307072,-122.4295234,,,,,,,,3,Net 30,Surf@Intuit.com,word series itself,Email
False,False,False,False,QBO,False,918,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3359,2021-09-17,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-10-17,842,False,NotSet,NotSet,597,2021-09-17 22:21:18,2021-09-21 01:31:18,AUD,Australian Dollar,2.0,67.36,"[{'Amount': 67.36, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 774.64}}]",37,Clement's Cleaners,Thank you for your business and have a great day!,8.0,101 River St,Melbourne,VIC,3001,-37.840717,144.88504,8.0,101 River St,Melbourne,VIC,3001.0,-37.840717,144.88504,3,Net 30,,speak evening,
False,False,False,False,QBO,False,919,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6440,2021-04-24,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",2021-05-24,443,False,NotSet,NeedToSend,356,2021-04-24 12:56:31,2021-04-27 16:06:31,USD,United States Dollar,,,,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12 Willow Rd.,Menlo Park,CA,94305,37.4495308,-122.1726923,12.0,12 Willow Rd.,Menlo Park,CA,94305.0,37.4495308,-122.1726923,3,Net 30,Jalopies@intuit.com,almost father north,Email
False,False,False,False,QBO,False,920,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9488,2021-04-01,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 375.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 375.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-05-01,380,False,NeedToPrint,NotSet,121,2021-04-01 18:36:46,2021-04-04 21:46:46,USD,United States Dollar,,,,27,Video Games by Dan,Thank you for your business and have a great day!,28.0,202 Main St.,Tucson,AZ,85704,32.2242351,-110.9758242,28.0,202 Main St.,Tucson,AZ,85704.0,32.2242351,-110.9758242,3,Net 30,Videogames@intuit.com,recognize boy improve whose physical,
False,False,False,False,QBO,False,921,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7969,2021-10-31,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 16.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 291.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-11-30,617,False,NotSet,NeedToSend,292,2021-10-31 12:02:25,2021-11-03 15:12:25,USD,United States Dollar,,,,11,Gevelber Photography,Thank you for your business and have a great day!,11.0,1045 Main St.,Half Moon Bay,CA,94213,37.4559621,-122.429939,11.0,1045 Main St.,Half Moon Bay,CA,94213.0,37.4559621,-122.429939,3,Net 30,Photography@intuit.com,region trouble begin local music,Email
False,False,False,False,QBO,False,922,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8163,2023-09-28,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-10-28,784,False,NeedToPrint,NotSet,86,2023-09-28 07:01:57,2023-10-01 10:11:57,USD,United States Dollar,2.0,62.72,"[{'Amount': 62.72, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 721.28}}]",1,Amy's Bird Sanctuary,Thank you for your business and have a great day!,2.0,4581 Finch St.,Bayshore,CA,94326,INVALID,INVALID,2.0,4581 Finch St.,Bayshore,CA,94326.0,INVALID,INVALID,3,Net 30,Birds@Intuit.com,keep fly expect name use,
False,False,False,False,QBO,False,923,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7831,2021-05-15,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",2021-06-14,23,False,NotSet,NotSet,6,2021-05-15 19:08:26,2021-05-18 22:18:26,AUD,Australian Dollar,2.0,1.84,"[{'Amount': 1.84, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 21.16}}]",45,Jordan Burgess,Thank you for your business and have a great day!,15.0,1 Success Way,Sydney,NSW,2000,-33.871226,150.897656,,,,,,,,3,Net 30,,find ok enter game,
False,False,False,False,QBO,False,924,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4272,2021-04-09,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-05-09,46,False,NeedToPrint,NotSet,13,2021-04-09 05:55:59,2021-04-12 09:05:59,AUD,Australian Dollar,2.0,3.68,"[{'Amount': 3.68, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 42.32}}]",40,Gorman Ho,Thank you for your business and have a great day!,12.0,14/6 Frankton Crescent,Sydney,NSW,2001,INVALID,INVALID,,,,,,,,3,Net 30,,Mrs community might benefit language,
False,False,False,False,QBO,False,925,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5401,2021-05-22,"[{'TxnId': '116', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2021-06-21,403,False,NeedToPrint,NotSet,57,2021-05-22 17:32:13,2021-05-25 20:42:13,USD,United States Dollar,2.0,32.24,"[{'Amount': 32.24, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 370.76}}]",6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,,,,,,,3,Net 30,,current none brother tree,
False,False,False,False,QBO,False,926,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3708,2023-06-03,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 300.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 15, 'Qty': 20, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 84.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 7, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 384.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-07-03,562,False,NotSet,NotSet,144,2023-06-03 15:04:36,2023-06-06 18:14:36,AUD,Australian Dollar,,,,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,3.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,3,Net 30,,reveal,
False,False,False,False,QBO,False,927,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2593,2022-08-31,"[{'TxnId': '41', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Custom Design', 'Amount': 262.5, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Fountain Pump', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 22.5, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 582.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-09-30,485,False,NeedToPrint,NotSet,198,2022-08-31 15:23:57,2022-09-03 18:33:57,AUD,Australian Dollar,2.0,38.8,"[{'Amount': 38.8, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 446.2}}]",50,Lew Plumbing,Thank you for your business and have a great day!,11.0,10 Piper St.,Melbourne,VIC,3001,-37.710039,144.96566,11.0,10 Piper St.,Melbourne,VIC,3001.0,-37.710039,144.96566,3,Net 30,,and bank,
False,False,False,False,QBO,False,928,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5128,2022-06-16,"[{'TxnId': '101', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': '2 cubic ft. bag', 'Amount': 150.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 425.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2022-07-16,911,False,NotSet,NotSet,489,2022-06-16 11:15:05,2022-06-19 14:25:05,USD,United States Dollar,2.0,72.88,"[{'Amount': 72.88, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 838.12}}]",5,Dukes Basketball Camp,Thank you for your business and have a great day!,6.0,25 Court St.,Tucson,AZ,85719,32.2841116,-110.9744298,6.0,25 Court St.,Tucson,AZ,85719.0,32.2841116,-110.9744298,3,Net 30,Dukes_bball@intuit.com,contain finally course,
False,False,False,False,QBO,False,929,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7736,2023-08-06,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",2023-09-05,313,False,NotSet,NotSet,161,2023-08-06 19:50:55,2023-08-09 23:00:55,USD,United States Dollar,2.0,25.04,"[{'Amount': 25.04, 'DetailType': 'TaxLineDetail', 'TaxLineDetail': {'TaxRateRef': {'value': '3'}, 'PercentBased': True, 'TaxPercent': 8, 'NetAmountTaxable': 287.96}}]",21,Rondonuwu Fruit and Vegi,Thank you for your business and have a great day!,22.0,847 California Ave.,San Jose,CA,95021,37.3313585,-121.911372,22.0,847 California Ave.,San Jose,CA,95021.0,37.3313585,-121.911372,3,Net 30,Tony@Rondonuwu.com,child game,
