domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,TotalAmt,ApplyTaxAfterDiscount,PrintStatus,EmailStatus,Balance,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,TxnTaxDetail_TotalTax,CustomerRef_value,CustomerRef_name,CustomerMemo_value,BillAddr_Id,BillAddr_Line1,BillAddr_Line2,BillAddr_Line3,BillAddr_Line4,BillAddr_Lat,BillAddr_Long,BillEmail_Address,DepositToAccountRef_value,DepositToAccountRef_name,ShipAddr_Id,ShipAddr_Line1,ShipAddr_City,ShipAddr_CountrySubDivisionCode,ShipAddr_PostalCode,ShipAddr_Lat,ShipAddr_Long,ShipAddr_Country,PaymentMethodRef_value,PaymentMethodRef_name,PaymentRefNum
QBO,False,531,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9589,2021-08-27,"[{'TxnId': '94', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",666,False,NotSet,NeedToSend,157,2021-08-27 21:05:19,2021-08-31 00:15:19,AUD,Australian Dollar,53.28,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,,34,Opening Balance Equity,3.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,,1.0,Cash,
QBO,False,532,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2487,2022-09-10,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",5,False,NeedToPrint,NeedToSend,3,2022-09-10 19:34:54,2022-09-13 22:44:54,AUD,Australian Dollar,,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,,62,Equipment Rental,3.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,,2.0,Cheque,82048.0
QBO,False,533,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7850,2023-07-07,"[{'TxnId': '33', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",386,False,NeedToPrint,NotSet,366,2023-07-07 15:10:18,2023-07-10 18:20:18,AUD,Australian Dollar,30.88,53,Oxon Insurance Agency,Thank you for your business and have a great day!,3.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,,8,Bank Charges,3.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,,1.0,Cash,
QBO,False,534,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8053,2021-03-04,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",499,False,NotSet,NeedToSend,73,2021-03-04 12:05:35,2021-03-07 15:15:35,USD,United States Dollar,39.92,11,Gevelber Photography,Thank you for your business and have a great day!,11.0,1045 Main St.,Half Moon Bay,CA,94213,37.4559621,-122.429939,Photography@intuit.com,89,Arizona Dept. of Revenue Payable,11.0,1045 Main St.,Half Moon Bay,CA,94213.0,37.4559621,-122.429939,,1.0,Cash,
QBO,False,535,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9368,2022-12-20,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",505,False,NeedToPrint,NeedToSend,49,2022-12-20 13:52:01,2022-12-23 17:02:01,AUD,Australian Dollar,,36,Cheng-Cheng Lok,Thank you for your business and have a great day!,7.0,20 Chain Road,Melbourne,VIC,3001,-38.226863,145.180924,,60,Installation,,,,,,,,,,,
QBO,False,536,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3110,2021-02-13,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",989,False,NotSet,NeedToSend,163,2021-02-13 12:58:48,2021-02-16 16:08:48,USD,United States Dollar,79.12,12,Jeff's Jalopies,Thank you for your business and have a great day!,12.0,12 Willow Rd.,Menlo Park,CA,94305,37.4495308,-122.1726923,Jalopies@intuit.com,83,Other Income,12.0,12 Willow Rd.,Menlo Park,CA,94305.0,37.4495308,-122.1726923,,2.0,Cheque,26765.0
QBO,False,537,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8193,2023-02-25,"[{'TxnId': '41', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Custom Design', 'Amount': 262.5, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Fountain Pump', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 22.5, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 582.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",585,False,NeedToPrint,NotSet,80,2023-02-25 04:14:02,2023-02-28 07:24:02,AUD,Australian Dollar,46.8,54,Oxon Insurance Agency:Oxon - Retreat,Thank you for your business and have a great day!,49.0,11 Chain Road,Melbourne,VIC,3001,-38.066621,145.297772,,60,Installation,49.0,11 Chain Road,Melbourne,VIC,3001.0,-38.066621,145.297772,,,,
QBO,False,538,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6306,2021-04-09,"[{'TxnId': '116', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",658,False,NeedToPrint,NeedToSend,529,2021-04-09 17:02:47,2021-04-12 20:12:47,USD,United States Dollar,52.64,6,Dylan Sollfrank,Thank you for your business and have a great day!,,,,,,,,,5,Fees Billed,,,,,,,,,,,
QBO,False,539,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7111,2022-12-14,"[{'TxnId': '26', 'TxnType': 'ReimburseCharge'}, {'TxnId': '40', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",239,False,NotSet,NeedToSend,207,2022-12-14 07:04:44,2022-12-17 10:14:44,AUD,Australian Dollar,19.12,45,Jordan Burgess,Thank you for your business and have a great day!,15.0,1 Success Way,Sydney,NSW,2000,-33.871226,150.897656,,61,Maintenance and Repairs,,,,,,,,,,,
QBO,False,540,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7664,2023-04-05,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",302,False,NeedToPrint,NotSet,248,2023-04-05 21:03:37,2023-04-09 00:13:37,AUD,Australian Dollar,,41,Hazel Robinson,Thank you for your business and have a great day!,13.0,PO Box 699,Richmond,VIC,3004,-37.809902,144.992981,,8,Bank Charges,,,,,,,,,1.0,Cash,
QBO,False,541,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5336,2021-11-13,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",98,False,NeedToPrint,NeedToSend,37,2021-11-13 17:07:18,2021-11-16 20:17:18,USD,United States Dollar,,29,Weiskopf Consulting,Thank you for your business and have a great day!,30.0,45612 Main St.,Bayshore,CA,94326,45.256574,-66.0943698,Consulting@intuit.com,84,Accounts Receivable (A/R),30.0,45612 Main St.,Bayshore,CA,94326.0,45.256574,-66.0943698,,2.0,Cheque,51441.0
QBO,False,542,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8031,2021-08-16,"[{'TxnId': '128', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 90.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 365.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",408,False,NeedToPrint,NeedToSend,72,2021-08-16 16:50:00,2021-08-19 20:00:00,AUD,Australian Dollar,32.64,38,Ecker Designs,Thank you for your business and have a great day!,9.0,Locked Bag 101,Sydney,NSW,2001,INVALID,INVALID,,26,Other Portfolio Income,9.0,Locked Bag 101,Sydney,NSW,2001.0,INVALID,INVALID,,2.0,Cheque,81076.0
QBO,False,543,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",9613,2022-02-02,"[{'TxnId': '31', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",402,False,NeedToPrint,NeedToSend,193,2022-02-02 15:04:24,2022-02-05 18:14:24,USD,United States Dollar,32.16,5,Dukes Basketball Camp,Thank you for your business and have a great day!,6.0,25 Court St.,Tucson,AZ,85719,32.2841116,-110.9744298,Dukes_bball@intuit.com,57,Workers Compensation,6.0,25 Court St.,Tucson,AZ,85719.0,32.2841116,-110.9744298,,1.0,Cash,
QBO,False,544,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8367,2020-12-15,"[{'TxnId': '94', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",909,False,NeedToPrint,NeedToSend,676,2020-12-15 11:15:56,2020-12-18 14:25:56,USD,United States Dollar,,25,Sushi by Katsuyuki,Thank you for your business and have a great day!,26.0,898 Elm St.,Maplewood,NJ,7040,40.7312816,-74.2652908,Sushi@intuit.com,73,Building Repairs,26.0,898 Elm St.,Maplewood,NJ,7040.0,40.7312816,-74.2652908,,1.0,Cash,
QBO,False,545,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4751,2023-08-10,"[{'TxnId': '46', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",86,False,NotSet,NeedToSend,32,2023-08-10 15:59:44,2023-08-13 19:09:44,USD,United States Dollar,6.88,14,Kate Whelan,Thank you for your business and have a great day!,14.0,45 First St.,Menlo Park,CA,94304,37.4585825,-122.1352789,Kate@Whelan.com,39,Depreciation,14.0,45 First St.,Menlo Park,CA,94304.0,37.4585825,-122.1352789,USA,1.0,Cash,
QBO,False,546,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2425,2021-01-22,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",702,False,NotSet,NotSet,95,2021-01-22 22:15:18,2021-01-26 01:25:18,GBP,British Pound Sterling,56.16,49,Kristy Abercrombie,Thank you for your business and have a great day!,44.0,Boveney,Windsor,,SL4 6QP,51.4910429,-0.651005,,24,Utilities,,,,,,,,,1.0,Cash,
QBO,False,547,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4089,2023-10-08,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",401,False,NeedToPrint,NeedToSend,385,2023-10-08 16:23:30,2023-10-11 19:33:30,USD,United States Dollar,32.08,14,Kate Whelan,Thank you for your business and have a great day!,14.0,45 First St.,Menlo Park,CA,94304,37.4585825,-122.1352789,Kate@Whelan.com,14,Miscellaneous,14.0,45 First St.,Menlo Park,CA,94304.0,37.4585825,-122.1352789,USA,2.0,Cheque,24174.0
QBO,False,548,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7444,2021-10-19,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",93,False,NeedToPrint,NotSet,0,2021-10-19 00:35:28,2021-10-22 03:45:28,USD,United States Dollar,,8,Freeman Sporting Goods:0969 Ocean View Road,Thank you for your business and have a great day!,8.0,370 Easy St.,Middlefield,CA,94482,37.4031672,-122.0642815,Sporting_goods@intuit.com,11,Insurance,8.0,370 Easy St.,Middlefield,CA,94482.0,37.4031672,-122.0642815,,2.0,Cheque,99214.0
QBO,False,549,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2906,2021-10-21,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",485,False,NeedToPrint,NotSet,329,2021-10-21 13:22:50,2021-10-24 16:32:50,USD,United States Dollar,,18,Paulsen Medical Supplies,Thank you for your business and have a great day!,18.0,900 Main St.,Middlefield,CA,94303,37.445013,-122.1391443,Medical@intuit.com,68,Permits,19.0,38921 S. Boise Ave,Middlefield,CA,94304.0,37.3989376,-122.1443935,,,,
QBO,False,550,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5230,2023-08-06,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",936,False,NeedToPrint,NotSet,344,2023-08-06 02:52:08,2023-08-09 06:02:08,USD,United States Dollar,,20,Red Rock Diner,Thank you for your business and have a great day!,21.0,500 Red Rock Rd.,Bayshore,CA,94326,INVALID,INVALID,qbwebsamplecompany@yahoo.com,77,Telephone,21.0,500 Red Rock Rd.,Bayshore,CA,94326.0,INVALID,INVALID,,2.0,Cheque,51891.0
QBO,False,551,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7677,2023-04-30,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",571,False,NotSet,NotSet,21,2023-04-30 00:58:29,2023-05-03 04:08:29,AUD,Australian Dollar,,33,Cathy Quon,Thank you for your business and have a great day!,5.0,12 Bagot Pl,Melbourne,VIC,3001,INVALID,INVALID,,34,Opening Balance Equity,,,,,,,,,1.0,Cash,
