TxnDate,NameOf,BillableStatus,Taxable,HourlyRate,Hours,Minutes,Description,domain,sparse,Id,SyncToken,EmployeeRef_value,EmployeeRef_name,CustomerRef_value,CustomerRef_name,ItemRef_value,ItemRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime
2023-02-13,Employee,NotBillable,False,0,15,21,Rock Fountain,QBO,False,289,0,67,0,51,Moturu Tapasvi,5,Rock Fountain,2023-02-13 13:26:48,2023-02-13 13:26:48
2021-12-18,Employee,Billable,False,73,12,38,Weekly Gardening Service,QBO,False,290,0,67,0,53,Oxon Insurance Agency,6,Gardening,2021-12-18 18:20:54,2021-12-18 18:20:54
2023-04-11,Employee,HasBeenBilled,False,28,28,59,2 cubic ft. bag,QBO,False,291,0,67,0,25,Sushi by Katsuyuki,15,Soil,2023-04-11 09:12:12,2023-04-11 09:12:12
2022-10-06,Employee,NotBillable,False,0,8,60,Sod,QBO,False,292,1,54,1,26,Travis Waldron,14,Sod,2022-10-06 10:28:26,2022-10-06 10:28:26
2021-05-01,Employee,Billable,False,62,11,25,Weekly Gardening Service,QBO,False,293,0,55,0,19,Rago Travel Agency,6,Gardening,2021-05-01 15:23:55,2021-05-01 15:23:55
2023-08-10,Employee,HasBeenBilled,False,73,8,5,Weekly Gardening Service,QBO,False,294,1,12,1,32,Benjamin Yeung,6,Gardening,2023-08-10 02:39:08,2023-08-10 02:39:08
2022-05-04,Employee,HasBeenBilled,False,18,17,23,Pest Control Services,QBO,False,295,0,55,0,12,Jeff's Jalopies,10,Pest Control,2022-05-04 01:03:20,2022-05-04 01:03:20
2021-05-20,Employee,NotBillable,False,0,14,4,Weekly Gardening Service,QBO,False,296,0,67,0,11,Gevelber Photography,6,Gardening,2021-05-20 04:16:01,2021-05-20 04:16:01
2022-07-06,Employee,Billable,False,84,11,19,Weekly Gardening Service,QBO,False,297,1,54,1,50,Lew Plumbing,6,Gardening,2022-07-06 19:48:28,2022-07-06 19:48:28
2023-10-03,Employee,HasBeenBilled,False,60,30,49,Weekly Gardening Service,QBO,False,298,1,12,1,7,Freeman Sporting Goods,6,Gardening,2023-10-03 05:21:41,2023-10-03 05:21:41
2023-11-16,Employee,NotBillable,False,0,16,23,Weekly Gardening Service,QBO,False,299,0,69,0,34,Chadha's Consultants,6,Gardening,2023-11-16 05:23:42,2023-11-16 05:23:42
2022-06-30,Employee,Billable,False,62,11,31,2 cubic ft. bag,QBO,False,300,0,69,0,48,Karna Nisewaner,15,Soil,2022-06-30 02:12:15,2022-06-30 02:12:15
2022-06-29,Employee,NotBillable,False,0,27,11,Weekly Gardening Service,QBO,False,301,0,67,0,19,Rago Travel Agency,6,Gardening,2022-06-29 08:34:01,2022-06-29 08:34:01
2023-10-14,Employee,Billable,False,75,25,44,2 cubic ft. bag,QBO,False,302,0,68,0,40,Gorman Ho,15,Soil,2023-10-14 06:34:34,2023-10-14 06:34:34
2022-03-01,Employee,Billable,False,35,21,45,Weekly Gardening Service,QBO,False,303,1,12,1,56,Rob deMontarnal,6,Gardening,2022-03-01 08:17:58,2022-03-01 08:17:58
2023-03-25,Employee,Billable,False,40,2,32,Rock Fountain,QBO,False,304,0,68,0,1,Amy's Bird Sanctuary,5,Rock Fountain,2023-03-25 19:00:40,2023-03-25 19:00:40
2022-12-10,Employee,NotBillable,False,0,7,31,Pest Control Services,QBO,False,305,0,55,0,51,Moturu Tapasvi,10,Pest Control,2022-12-10 23:31:54,2022-12-10 23:31:54
2021-04-02,Employee,Billable,False,22,26,39,Weekly Gardening Service,QBO,False,306,0,67,0,53,Oxon Insurance Agency,6,Gardening,2021-04-02 07:28:52,2021-04-02 07:28:52
2022-04-09,Employee,HasBeenBilled,False,75,19,28,Custom Design,QBO,False,307,0,55,0,25,Sushi by Katsuyuki,4,Design,2022-04-09 08:17:08,2022-04-09 08:17:08
2023-03-11,Employee,NotBillable,False,0,20,31,Weekly Gardening Service,QBO,False,308,1,13,1,12,Jeff's Jalopies,6,Gardening,2023-03-11 12:22:09,2023-03-11 12:22:09
2021-12-14,Employee,NotBillable,False,0,22,10,Pest Control Services,QBO,False,309,0,67,0,44,Jen Zaccarella,10,Pest Control,2021-12-14 22:25:35,2021-12-14 22:25:35
2021-04-27,Employee,NotBillable,False,0,12,21,Tree and Shrub Trimming,QBO,False,310,1,54,1,14,Kate Whelan,18,Trimming,2021-04-27 01:50:47,2021-04-27 01:50:47
2022-06-06,Employee,Billable,False,51,7,51,Weekly Gardening Service,QBO,False,311,1,54,1,41,Hazel Robinson,6,Gardening,2022-06-06 05:38:45,2022-06-06 05:38:45
2023-03-01,Employee,NotBillable,False,0,3,15,Rock Fountain,QBO,False,312,1,13,1,52,Nadia Phillipchuk,5,Rock Fountain,2023-03-01 14:59:15,2023-03-01 14:59:15
2022-07-15,Employee,NotBillable,False,0,6,50,Rock Fountain,QBO,False,313,0,69,0,17,Mark Cho,5,Rock Fountain,2022-07-15 15:20:51,2022-07-15 15:20:51
2022-06-20,Employee,NotBillable,False,0,12,35,Tree and Shrub Trimming,QBO,False,314,1,54,1,32,Benjamin Yeung,18,Trimming,2022-06-20 21:30:06,2022-06-20 21:30:06
2021-04-19,Employee,NotBillable,False,0,3,44,Weekly Gardening Service,QBO,False,315,1,54,1,10,Geeta Kalapatapu,6,Gardening,2021-04-19 09:25:56,2021-04-19 09:25:56
2023-03-28,Employee,NotBillable,False,0,29,8,Rock Fountain,QBO,False,316,1,12,1,24,Sonnenschein Family Store,5,Rock Fountain,2023-03-28 01:07:30,2023-03-28 01:07:30
2022-09-18,Employee,HasBeenBilled,False,70,18,29,Concrete for fountain installation,QBO,False,317,1,54,1,33,Cathy Quon,3,Concrete,2022-09-18 23:52:36,2022-09-18 23:52:36
2022-08-23,Employee,Billable,False,53,22,27,Rock Fountain,QBO,False,318,0,55,0,47,Kari Steblay,5,Rock Fountain,2022-08-23 14:15:52,2022-08-23 14:15:52
2021-05-31,Employee,HasBeenBilled,False,11,4,24,Weekly Gardening Service,QBO,False,319,1,54,1,44,Jen Zaccarella,6,Gardening,2021-05-31 13:06:20,2021-05-31 13:06:20
2023-08-17,Employee,NotBillable,False,0,13,60,Sod,QBO,False,320,1,13,1,52,Nadia Phillipchuk,14,Sod,2023-08-17 18:00:51,2023-08-17 18:00:51
2023-11-29,Employee,Billable,False,47,18,52,Rock Fountain,QBO,False,321,1,54,1,49,Kristy Abercrombie,5,Rock Fountain,2023-11-29 22:10:29,2023-11-29 22:10:29
2023-08-22,Employee,NotBillable,False,0,7,45,Sod,QBO,False,322,0,67,0,10,Geeta Kalapatapu,14,Sod,2023-08-22 01:31:40,2023-08-22 01:31:40
2022-03-29,Employee,Billable,False,46,11,54,Weekly Gardening Service,QBO,False,323,0,68,0,10,Geeta Kalapatapu,6,Gardening,2022-03-29 05:03:57,2022-03-29 05:03:57
2022-10-21,Employee,Billable,False,13,6,20,Weekly Gardening Service,QBO,False,324,0,55,0,12,Jeff's Jalopies,6,Gardening,2022-10-21 13:51:12,2022-10-21 13:51:12
2022-10-27,Employee,HasBeenBilled,False,38,5,26,Weekly Gardening Service,QBO,False,325,0,67,0,26,Travis Waldron,6,Gardening,2022-10-27 06:01:20,2022-10-27 06:01:20
2022-10-21,Employee,Billable,False,32,15,3,Sprinkler Pipes,QBO,False,326,0,68,0,42,Himateja Madala,17,Sprinkler Pipes,2022-10-21 03:02:59,2022-10-21 03:02:59
2021-01-11,Employee,NotBillable,False,0,3,41,Tree and Shrub Trimming,QBO,False,327,0,67,0,36,Cheng-Cheng Lok,18,Trimming,2021-01-11 05:56:44,2021-01-11 05:56:44
2023-12-03,Employee,HasBeenBilled,False,48,21,46,Rock Fountain,QBO,False,328,1,12,1,18,Paulsen Medical Supplies,5,Rock Fountain,2023-12-03 17:36:14,2023-12-03 17:36:14
2022-02-18,Employee,HasBeenBilled,False,78,14,40,Weekly Gardening Service,QBO,False,329,1,54,1,25,Sushi by Katsuyuki,6,Gardening,2022-02-18 02:43:12,2022-02-18 02:43:12
2021-06-29,Employee,NotBillable,False,0,26,15,Sod,QBO,False,330,1,13,1,31,Alex Blakey,14,Sod,2021-06-29 21:18:40,2021-06-29 21:18:40
2021-07-07,Employee,HasBeenBilled,False,15,8,33,Rock Fountain,QBO,False,331,0,55,0,3,Cool Cars,5,Rock Fountain,2021-07-07 10:46:37,2021-07-07 10:46:37
2022-11-02,Employee,HasBeenBilled,False,84,28,1,Concrete for fountain installation,QBO,False,332,0,55,0,11,Gevelber Photography,3,Concrete,2022-11-02 15:56:06,2022-11-02 15:56:06
2022-02-10,Employee,Billable,False,93,4,29,Weekly Gardening Service,QBO,False,333,0,69,0,35,Charlie Whitehead,6,Gardening,2022-02-10 15:10:33,2022-02-10 15:10:33
2022-04-26,Employee,Billable,False,95,21,11,Rock Fountain,QBO,False,334,0,67,0,26,Travis Waldron,5,Rock Fountain,2022-04-26 03:49:02,2022-04-26 03:49:02
2021-05-03,Employee,HasBeenBilled,False,54,11,36,Weekly Gardening Service,QBO,False,335,1,12,1,15,Pye's Cakes,6,Gardening,2021-05-03 23:23:03,2021-05-03 23:23:03
2022-02-02,Employee,Billable,False,60,29,45,Rock Fountain,QBO,False,336,1,12,1,14,Kate Whelan,5,Rock Fountain,2022-02-02 17:18:18,2022-02-02 17:18:18
2023-04-16,Employee,NotBillable,False,0,15,10,Sprinkler Heads,QBO,False,337,0,55,0,50,Lew Plumbing,16,Sprinkler Heads,2023-04-16 00:23:42,2023-04-16 00:23:42
2022-12-24,Employee,Billable,False,50,2,53,Sprinkler Pipes,QBO,False,338,0,68,0,32,Benjamin Yeung,17,Sprinkler Pipes,2022-12-24 00:33:09,2022-12-24 00:33:09
2023-08-21,Employee,Billable,False,65,21,48,Weekly Gardening Service,QBO,False,339,0,55,0,19,Rago Travel Agency,6,Gardening,2023-08-21 21:08:43,2023-08-21 21:08:43
2023-08-06,Employee,Billable,False,21,9,32,2 cubic ft. bag,QBO,False,340,1,13,1,9,Freeman Sporting Goods:55 Twin Lane,15,Soil,2023-08-06 17:59:37,2023-08-06 17:59:37
2022-12-20,Employee,NotBillable,False,0,19,44,Weekly Gardening Service,QBO,False,341,0,55,0,47,Kari Steblay,6,Gardening,2022-12-20 23:14:28,2022-12-20 23:14:28
2021-11-06,Employee,HasBeenBilled,False,63,2,51,Lumber,QBO,False,342,0,67,0,4,Diego Rodriguez,1,Services,2021-11-06 13:56:04,2021-11-06 13:56:04
2021-02-12,Employee,HasBeenBilled,False,79,27,38,Weekly Gardening Service,QBO,False,343,1,12,1,10,Geeta Kalapatapu,6,Gardening,2021-02-12 05:44:54,2021-02-12 05:44:54
2021-06-15,Employee,HasBeenBilled,False,82,22,47,Sprinkler Heads,QBO,False,344,0,55,0,1,Amy's Bird Sanctuary,16,Sprinkler Heads,2021-06-15 05:10:05,2021-06-15 05:10:05
2020-12-25,Employee,NotBillable,False,0,18,52,Weekly Gardening Service,QBO,False,345,0,55,0,29,Weiskopf Consulting,6,Gardening,2020-12-25 06:12:32,2020-12-25 06:12:32
2021-09-07,Employee,NotBillable,False,0,9,58,Sod,QBO,False,346,0,55,0,52,Nadia Phillipchuk,14,Sod,2021-09-07 10:36:56,2021-09-07 10:36:56
2022-04-25,Employee,HasBeenBilled,False,73,30,20,Weekly Gardening Service,QBO,False,347,0,55,0,51,Moturu Tapasvi,6,Gardening,2022-04-25 07:54:00,2022-04-25 07:54:00
2022-12-19,Employee,NotBillable,False,0,22,43,Pest Control Services,QBO,False,348,0,55,0,31,Alex Blakey,10,Pest Control,2022-12-19 08:41:25,2022-12-19 08:41:25
2023-03-03,Employee,HasBeenBilled,False,51,9,19,Custom Design,QBO,False,349,1,54,1,24,Sonnenschein Family Store,4,Design,2023-03-03 14:23:28,2023-03-03 14:23:28
2021-09-07,Employee,Billable,False,49,21,46,Weekly Gardening Service,QBO,False,350,1,12,1,55,Oxon Insurance Agency:Oxon -- Holiday Party,6,Gardening,2021-09-07 14:35:25,2021-09-07 14:35:25
2023-10-21,Employee,Billable,False,47,14,0,Weekly Gardening Service,QBO,False,351,0,68,0,53,Oxon Insurance Agency,6,Gardening,2023-10-21 00:45:50,2023-10-21 00:45:50
2022-04-28,Employee,NotBillable,False,0,27,10,Weekly Gardening Service,QBO,False,352,0,55,0,23,Shara Barnett:Barnett Design,6,Gardening,2022-04-28 16:41:38,2022-04-28 16:41:38
2023-01-26,Employee,HasBeenBilled,False,49,6,29,Weekly Gardening Service,QBO,False,353,1,13,1,21,Rondonuwu Fruit and Vegi,6,Gardening,2023-01-26 21:16:38,2023-01-26 21:16:38
2022-11-15,Employee,NotBillable,False,0,22,20,Sprinkler Pipes,QBO,False,354,0,69,0,18,Paulsen Medical Supplies,17,Sprinkler Pipes,2022-11-15 02:36:45,2022-11-15 02:36:45
2021-07-10,Employee,NotBillable,False,0,8,51,Sod,QBO,False,355,0,55,0,4,Diego Rodriguez,14,Sod,2021-07-10 10:46:37,2021-07-10 10:46:37
2021-07-12,Employee,NotBillable,False,0,5,58,Weekly Gardening Service,QBO,False,356,0,69,0,37,Clement's Cleaners,6,Gardening,2021-07-12 08:13:49,2021-07-12 08:13:49
2022-07-18,Employee,HasBeenBilled,False,89,5,22,Weekly Gardening Service,QBO,False,357,1,54,1,27,Video Games by Dan,6,Gardening,2022-07-18 07:48:43,2022-07-18 07:48:43
2023-02-04,Employee,NotBillable,False,0,24,22,2 cubic ft. bag,QBO,False,358,0,69,0,36,Cheng-Cheng Lok,15,Soil,2023-02-04 19:33:37,2023-02-04 19:33:37
2022-06-18,Employee,Billable,False,93,5,21,Custom Design,QBO,False,359,0,69,0,6,Dylan Sollfrank,4,Design,2022-06-18 20:48:42,2022-06-18 20:48:42
2023-02-28,Employee,Billable,False,46,2,35,Custom Design,QBO,False,360,1,13,1,18,Paulsen Medical Supplies,4,Design,2023-02-28 13:08:14,2023-02-28 13:08:14
2023-03-03,Employee,HasBeenBilled,False,95,17,8,Weekly Gardening Service,QBO,False,361,0,67,0,25,Sushi by Katsuyuki,6,Gardening,2023-03-03 08:16:55,2023-03-03 08:16:55
2023-10-11,Employee,Billable,False,78,27,10,Lumber,QBO,False,362,0,67,0,20,Red Rock Diner,1,Services,2023-10-11 12:35:02,2023-10-11 12:35:02
2021-06-06,Employee,HasBeenBilled,False,72,8,31,Weekly Gardening Service,QBO,False,363,0,67,0,5,Dukes Basketball Camp,6,Gardening,2021-06-06 19:25:19,2021-06-06 19:25:19
2022-06-14,Employee,Billable,False,79,20,37,Sprinkler Heads,QBO,False,364,0,69,0,34,Chadha's Consultants,16,Sprinkler Heads,2022-06-14 02:22:18,2022-06-14 02:22:18
2023-09-18,Employee,Billable,False,47,27,9,Sod,QBO,False,365,1,54,1,32,Benjamin Yeung,14,Sod,2023-09-18 06:58:10,2023-09-18 06:58:10
2021-06-12,Employee,HasBeenBilled,False,31,22,59,Rock Fountain,QBO,False,366,0,55,0,36,Cheng-Cheng Lok,5,Rock Fountain,2021-06-12 13:56:37,2021-06-12 13:56:37
2023-11-23,Employee,NotBillable,False,0,12,33,Custom Design,QBO,False,367,0,55,0,22,Shara Barnett,4,Design,2023-11-23 10:02:24,2023-11-23 10:02:24
2021-08-20,Employee,Billable,False,96,19,28,Sprinkler Heads,QBO,False,368,0,69,0,17,Mark Cho,16,Sprinkler Heads,2021-08-20 23:34:25,2021-08-20 23:34:25
2022-06-19,Employee,NotBillable,False,0,28,4,Rock Fountain,QBO,False,369,0,55,0,7,Freeman Sporting Goods,5,Rock Fountain,2022-06-19 11:14:49,2022-06-19 11:14:49
2021-01-21,Employee,NotBillable,False,0,17,14,Weekly Gardening Service,QBO,False,370,0,67,0,40,Gorman Ho,6,Gardening,2021-01-21 04:31:29,2021-01-21 04:31:29
2022-12-18,Employee,NotBillable,False,0,20,8,Custom Design,QBO,False,371,0,55,0,11,Gevelber Photography,4,Design,2022-12-18 22:57:12,2022-12-18 22:57:12
2021-04-07,Employee,Billable,False,72,25,42,Tree and Shrub Trimming,QBO,False,372,1,12,1,4,Diego Rodriguez,18,Trimming,2021-04-07 06:12:47,2021-04-07 06:12:47
2021-03-03,Employee,Billable,False,89,12,19,Sprinkler Pipes,QBO,False,373,0,67,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,17,Sprinkler Pipes,2021-03-03 06:38:11,2021-03-03 06:38:11
2023-01-28,Employee,Billable,False,45,5,32,Weekly Gardening Service,QBO,False,374,0,68,0,36,Cheng-Cheng Lok,6,Gardening,2023-01-28 20:42:07,2023-01-28 20:42:07
2022-07-22,Employee,NotBillable,False,0,11,30,Weekly Gardening Service,QBO,False,375,1,54,1,40,Gorman Ho,6,Gardening,2022-07-22 20:13:43,2022-07-22 20:13:43
2022-01-31,Employee,NotBillable,False,0,27,3,Weekly Gardening Service,QBO,False,376,0,67,0,41,Hazel Robinson,6,Gardening,2022-01-31 14:49:38,2022-01-31 14:49:38
2021-11-18,Employee,HasBeenBilled,False,79,5,17,Rock Fountain,QBO,False,377,0,67,0,53,Oxon Insurance Agency,5,Rock Fountain,2021-11-18 02:05:28,2021-11-18 02:05:28
2023-11-02,Employee,HasBeenBilled,False,46,16,55,Weekly Gardening Service,QBO,False,378,0,55,0,51,Moturu Tapasvi,6,Gardening,2023-11-02 23:12:41,2023-11-02 23:12:41
2023-08-15,Employee,HasBeenBilled,False,44,5,34,Weekly Gardening Service,QBO,False,379,0,69,0,19,Rago Travel Agency,6,Gardening,2023-08-15 23:10:48,2023-08-15 23:10:48
2022-12-02,Employee,HasBeenBilled,False,78,12,45,Weekly Gardening Service,QBO,False,380,0,55,0,42,Himateja Madala,6,Gardening,2022-12-02 04:50:04,2022-12-02 04:50:04
2023-09-11,Employee,HasBeenBilled,False,62,21,19,Weekly Gardening Service,QBO,False,381,0,69,0,48,Karna Nisewaner,6,Gardening,2023-09-11 21:35:57,2023-09-11 21:35:57
2023-08-23,Employee,NotBillable,False,0,12,21,Weekly Gardening Service,QBO,False,382,0,69,0,27,Video Games by Dan,6,Gardening,2023-08-23 15:46:36,2023-08-23 15:46:36
2023-10-02,Employee,Billable,False,70,2,20,Custom Design,QBO,False,383,1,12,1,52,Nadia Phillipchuk,4,Design,2023-10-02 13:01:40,2023-10-02 13:01:40
2022-06-29,Employee,Billable,False,16,24,32,Custom Design,QBO,False,384,1,12,1,29,Weiskopf Consulting,4,Design,2022-06-29 08:50:32,2022-06-29 08:50:32
2022-01-03,Employee,Billable,False,58,20,30,Sprinkler Heads,QBO,False,385,0,67,0,13,John Melton,16,Sprinkler Heads,2022-01-03 00:34:32,2022-01-03 00:34:32
2023-07-20,Employee,Billable,False,97,17,59,Weekly Gardening Service,QBO,False,386,1,13,1,36,Cheng-Cheng Lok,6,Gardening,2023-07-20 10:23:07,2023-07-20 10:23:07
2021-03-01,Employee,NotBillable,False,0,18,59,Concrete for fountain installation,QBO,False,387,1,54,1,7,Freeman Sporting Goods,3,Concrete,2021-03-01 02:43:16,2021-03-01 02:43:16
2021-06-03,Employee,Billable,False,14,18,16,Tree and Shrub Trimming,QBO,False,388,1,12,1,3,Cool Cars,18,Trimming,2021-06-03 12:00:13,2021-06-03 12:00:13
2022-02-27,Employee,NotBillable,False,0,25,26,Pest Control Services,QBO,False,389,1,13,1,25,Sushi by Katsuyuki,10,Pest Control,2022-02-27 02:16:03,2022-02-27 02:16:03
2023-05-04,Employee,NotBillable,False,0,16,54,Weekly Gardening Service,QBO,False,390,1,13,1,34,Chadha's Consultants,6,Gardening,2023-05-04 09:18:14,2023-05-04 09:18:14
2022-04-07,Employee,Billable,False,22,17,4,Rock Fountain,QBO,False,391,0,68,0,45,Jordan Burgess,5,Rock Fountain,2022-04-07 17:50:25,2022-04-07 17:50:25
2021-04-21,Employee,Billable,False,83,10,44,Weekly Gardening Service,QBO,False,392,0,68,0,50,Lew Plumbing,6,Gardening,2021-04-21 01:24:01,2021-04-21 01:24:01
2022-10-09,Employee,HasBeenBilled,False,14,8,19,2 cubic ft. bag,QBO,False,393,0,68,0,28,Wedding Planning by Whitney,15,Soil,2022-10-09 03:20:25,2022-10-09 03:20:25
2022-04-15,Employee,NotBillable,False,0,21,27,Weekly Gardening Service,QBO,False,394,1,54,1,24,Sonnenschein Family Store,6,Gardening,2022-04-15 10:57:36,2022-04-15 10:57:36
2022-07-10,Employee,Billable,False,91,11,46,Weekly Gardening Service,QBO,False,395,1,12,1,40,Gorman Ho,6,Gardening,2022-07-10 19:11:18,2022-07-10 19:11:18
2023-06-09,Employee,Billable,False,88,21,21,Weekly Gardening Service,QBO,False,396,1,13,1,7,Freeman Sporting Goods,6,Gardening,2023-06-09 08:55:03,2023-06-09 08:55:03
2021-01-28,Employee,HasBeenBilled,False,99,2,27,Weekly Gardening Service,QBO,False,397,0,69,0,9,Freeman Sporting Goods:55 Twin Lane,6,Gardening,2021-01-28 18:55:57,2021-01-28 18:55:57
2023-06-08,Employee,HasBeenBilled,False,79,16,49,2 cubic ft. bag,QBO,False,398,0,68,0,1,Amy's Bird Sanctuary,15,Soil,2023-06-08 02:24:11,2023-06-08 02:24:11
2022-03-21,Employee,NotBillable,False,0,26,46,Sod,QBO,False,399,0,68,0,52,Nadia Phillipchuk,14,Sod,2022-03-21 11:36:54,2022-03-21 11:36:54
2021-09-21,Employee,NotBillable,False,0,14,17,Rock Fountain,QBO,False,400,1,12,1,32,Benjamin Yeung,5,Rock Fountain,2021-09-21 03:16:49,2021-09-21 03:16:49
2021-03-17,Employee,NotBillable,False,0,11,60,Weekly Gardening Service,QBO,False,401,0,69,0,42,Himateja Madala,6,Gardening,2021-03-17 17:22:38,2021-03-17 17:22:38
2022-01-31,Employee,Billable,False,50,21,6,Weekly Gardening Service,QBO,False,402,1,54,1,35,Charlie Whitehead,6,Gardening,2022-01-31 03:29:28,2022-01-31 03:29:28
2021-08-08,Employee,NotBillable,False,0,25,23,Weekly Gardening Service,QBO,False,403,1,12,1,7,Freeman Sporting Goods,6,Gardening,2021-08-08 09:48:25,2021-08-08 09:48:25
2023-02-11,Employee,Billable,False,86,2,56,Weekly Gardening Service,QBO,False,404,1,13,1,14,Kate Whelan,6,Gardening,2023-02-11 23:29:33,2023-02-11 23:29:33
2023-10-21,Employee,HasBeenBilled,False,82,15,6,Weekly Gardening Service,QBO,False,405,0,67,0,21,Rondonuwu Fruit and Vegi,6,Gardening,2023-10-21 10:29:42,2023-10-21 10:29:42
2023-05-23,Employee,HasBeenBilled,False,88,17,0,Rock Fountain,QBO,False,406,1,54,1,11,Gevelber Photography,5,Rock Fountain,2023-05-23 08:49:53,2023-05-23 08:49:53
2021-02-08,Employee,NotBillable,False,0,26,36,Lumber,QBO,False,407,1,13,1,7,Freeman Sporting Goods,1,Services,2021-02-08 22:03:57,2021-02-08 22:03:57
2022-08-26,Employee,NotBillable,False,0,3,16,Sprinkler Heads,QBO,False,408,1,12,1,30,Adwin Ko,16,Sprinkler Heads,2022-08-26 23:44:03,2022-08-26 23:44:03
2023-10-11,Employee,NotBillable,False,0,13,3,Weekly Gardening Service,QBO,False,409,0,67,0,46,Justine Outland,6,Gardening,2023-10-11 20:42:09,2023-10-11 20:42:09
2021-02-15,Employee,NotBillable,False,0,23,17,Weekly Gardening Service,QBO,False,410,0,67,0,44,Jen Zaccarella,6,Gardening,2021-02-15 19:04:22,2021-02-15 19:04:22
2023-01-25,Employee,Billable,False,87,8,53,Rock Fountain,QBO,False,411,1,13,1,12,Jeff's Jalopies,5,Rock Fountain,2023-01-25 02:27:19,2023-01-25 02:27:19
2022-08-23,Employee,Billable,False,17,3,20,Sod,QBO,False,412,0,68,0,56,Rob deMontarnal,14,Sod,2022-08-23 18:42:57,2022-08-23 18:42:57
2023-02-25,Employee,NotBillable,False,0,18,48,Tree and Shrub Trimming,QBO,False,413,0,67,0,13,John Melton,18,Trimming,2023-02-25 10:50:33,2023-02-25 10:50:33
2022-11-02,Employee,HasBeenBilled,False,71,14,53,Sod,QBO,False,414,0,67,0,44,Jen Zaccarella,14,Sod,2022-11-02 01:56:19,2022-11-02 01:56:19
2023-02-19,Employee,Billable,False,62,26,12,2 cubic ft. bag,QBO,False,415,0,55,0,52,Nadia Phillipchuk,15,Soil,2023-02-19 23:25:19,2023-02-19 23:25:19
2022-12-12,Employee,HasBeenBilled,False,26,21,26,Weekly Gardening Service,QBO,False,416,0,69,0,55,Oxon Insurance Agency:Oxon -- Holiday Party,6,Gardening,2022-12-12 10:22:34,2022-12-12 10:22:34
2023-11-02,Employee,Billable,False,90,9,52,Sod,QBO,False,417,0,67,0,54,Oxon Insurance Agency:Oxon - Retreat,14,Sod,2023-11-02 05:01:39,2023-11-02 05:01:39
2021-11-18,Employee,Billable,False,60,5,35,Weekly Gardening Service,QBO,False,418,0,67,0,4,Diego Rodriguez,6,Gardening,2021-11-18 05:25:49,2021-11-18 05:25:49
2021-11-04,Employee,HasBeenBilled,False,46,14,23,Sprinkler Heads,QBO,False,419,0,69,0,10,Geeta Kalapatapu,16,Sprinkler Heads,2021-11-04 19:42:23,2021-11-04 19:42:23
2021-05-18,Employee,NotBillable,False,0,11,58,Rock Fountain,QBO,False,420,0,69,0,27,Video Games by Dan,5,Rock Fountain,2021-05-18 14:07:49,2021-05-18 14:07:49
2021-10-01,Employee,Billable,False,38,30,58,Weekly Gardening Service,QBO,False,421,1,12,1,9,Freeman Sporting Goods:55 Twin Lane,6,Gardening,2021-10-01 06:46:26,2021-10-01 06:46:26
2022-10-15,Employee,NotBillable,False,0,23,58,Rock Fountain,QBO,False,422,1,54,1,21,Rondonuwu Fruit and Vegi,5,Rock Fountain,2022-10-15 07:41:56,2022-10-15 07:41:56
2022-08-21,Employee,NotBillable,False,0,18,19,Weekly Gardening Service,QBO,False,423,0,67,0,9,Freeman Sporting Goods:55 Twin Lane,6,Gardening,2022-08-21 14:58:17,2022-08-21 14:58:17
2021-06-19,Employee,Billable,False,97,20,25,Weekly Gardening Service,QBO,False,424,1,12,1,8,Freeman Sporting Goods:0969 Ocean View Road,6,Gardening,2021-06-19 02:37:23,2021-06-19 02:37:23
2022-01-29,Employee,Billable,False,14,13,55,Weekly Gardening Service,QBO,False,425,1,13,1,47,Kari Steblay,6,Gardening,2022-01-29 23:03:03,2022-01-29 23:03:03
2022-06-04,Employee,Billable,False,45,21,2,Weekly Gardening Service,QBO,False,426,0,55,0,31,Alex Blakey,6,Gardening,2022-06-04 03:12:12,2022-06-04 03:12:12
2021-12-06,Employee,NotBillable,False,0,30,53,Sprinkler Heads,QBO,False,427,0,69,0,45,Jordan Burgess,16,Sprinkler Heads,2021-12-06 08:22:16,2021-12-06 08:22:16
2022-02-25,Employee,HasBeenBilled,False,61,3,14,Weekly Gardening Service,QBO,False,428,1,54,1,49,Kristy Abercrombie,6,Gardening,2022-02-25 21:13:19,2022-02-25 21:13:19
2021-05-02,Employee,Billable,False,96,6,5,Custom Design,QBO,False,429,1,12,1,27,Video Games by Dan,4,Design,2021-05-02 00:52:27,2021-05-02 00:52:27
2023-10-18,Employee,NotBillable,False,0,25,55,Pest Control Services,QBO,False,430,1,54,1,13,John Melton,10,Pest Control,2023-10-18 22:13:59,2023-10-18 22:13:59
2021-04-20,Employee,HasBeenBilled,False,71,9,30,Custom Design,QBO,False,431,1,13,1,45,Jordan Burgess,4,Design,2021-04-20 05:20:03,2021-04-20 05:20:03
2023-01-28,Employee,NotBillable,False,0,10,27,Weekly Gardening Service,QBO,False,432,1,13,1,35,Charlie Whitehead,6,Gardening,2023-01-28 20:39:12,2023-01-28 20:39:12
2023-07-29,Employee,Billable,False,90,3,42,Weekly Gardening Service,QBO,False,433,0,67,0,38,Ecker Designs,6,Gardening,2023-07-29 11:50:45,2023-07-29 11:50:45
