PaymentType,Credit,TotalAmt,domain,sparse,Id,SyncToken,TxnDate,Line,AccountRef_value,AccountRef_name,PurchaseEx_any,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,EntityRef_value,EntityRef_name,EntityRef_type,PrivateNote,PrintStatus,DocNumber,RemitToAddr_Id,RemitToAddr_Line1,RemitToAddr_City,RemitToAddr_CountrySubDivisionCode,RemitToAddr_PostalCode,RemitToAddr_Lat,RemitToAddr_Long
Check,,242.45,QBO,False,620,0,2021-01-21,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",67,Sprinklers and Drip Systems,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '93'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-01-21 03:47:02,2021-01-21 03:47:02,USD,United States Dollar,49,Robertson & Associates,Vendor,hand something by,Not Set,2786,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,3344 Howell Shoals,Hallmouth,TX,71903,-23.138375,8.817493
CreditCard,False,345.52,QBO,False,621,0,2023-01-17,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",48,Fountains and Garden Lighting,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '20'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-01-17 23:46:13,2023-01-17 23:46:13,USD,United States Dollar,30,Books by Bessie,Vendor,role probably guess,,3941,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,27926 Randall Ranch Suite 294,Jeremybury,LA,11151,-43.9216215,157.776813
CreditCard,False,434.26,QBO,False,622,1,2021-12-31,"[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",12,Legal & Professional Fees,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '36'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-12-31 04:15:36,2021-12-31 04:15:36,USD,United States Dollar,50,Tania's Nursery,Vendor,teach air long,,6267,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,602 Patterson Vista,Meyersport,TX,92775,-1.3871075,-21.465367
Check,,328.2,QBO,False,623,0,2022-09-29,"[{'Id': '1', 'LineNum': 1, 'Description': 'Lumber', 'Amount': 103.55, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-03', 'ItemRef': {'value': '1', 'name': 'Services'}, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 103.55, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",32,Uncategorized Asset,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '68'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-09-29 08:41:51,2022-09-29 08:41:51,USD,United States Dollar,52,Tony Rondonuwu,Vendor,near stay food,Not Set,3415,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,9308 Gilbert Cape Suite 619,Mitchellfort,CA,54721,45.260821,-77.937375
Cash,,75.73,QBO,False,624,0,2022-03-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 120.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 30, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Maintenance & Repair', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '9', 'name': 'Maintenance & Repair'}, 'UnitPrice': 50, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 205.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",11,Insurance,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '9'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-03-02 02:09:35,2022-03-02 02:09:35,USD,United States Dollar,43,Mahoney Mugs,Vendor,news establish simply,Not Set,2980,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,62285 Garcia Glens,Port Kennethchester,LA,24867,-36.1170125,115.669069
CreditCard,False,509.85,QBO,False,625,0,2021-11-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",86,Discounts given,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '85'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-11-12 03:59:56,2021-11-12 03:59:56,USD,United States Dollar,40,Hall Properties,Vendor,local range street,,7081,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,9200 Jimenez Union Suite 291,Williamsberg,LA,11148,63.8238675,-40.756637
CreditCard,False,8.79,QBO,False,626,1,2021-11-08,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",79,Sales of Product Income,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '5'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-11-08 04:11:48,2021-11-08 04:11:48,USD,United States Dollar,50,Tania's Nursery,Vendor,great want throughout,,4913,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,67804 Johnson Union Apt. 431,Susanstad,CA,60995,-78.669613,-74.790913
CreditCard,False,77.56,QBO,False,627,0,2021-01-17,"[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",14,Miscellaneous,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '90'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-01-17 17:34:44,2021-01-17 17:34:44,USD,United States Dollar,45,National Eye Care,Vendor,people day TV,,9387,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,408 Hopkins Ways,East Jennifer,FL,84118,61.724917,-20.658134
Cash,,838.4,QBO,False,628,0,2022-02-13,"[{'Id': '1', 'LineNum': 1, 'Description': 'Concrete for fountain installation', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 15, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Rocks', 'Amount': 72.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 422.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",66,Plants and Soil,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '65'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-02-13 15:58:52,2022-02-13 15:58:52,USD,United States Dollar,53,United States Treasury,Vendor,economic mind way,Not Set,1105,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,07022 Emily Road,Lake Mary,LA,90280,7.176557,-15.479948
CreditCard,True,184.13,QBO,False,629,0,2023-03-25,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",20,Supplies,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '64'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-03-25 10:40:10,2023-03-25 10:40:10,USD,United States Dollar,43,Mahoney Mugs,Vendor,across various peace,Not Set,1431,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,52514 Garcia Mount Suite 698,Sarahville,LA,23483,-6.4319755,-179.833658
CreditCard,False,685.22,QBO,False,630,0,2023-05-02,"[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",34,Opening Balance Equity,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '82'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2023-05-02 12:58:11,2023-05-02 12:58:11,USD,United States Dollar,36,Diego's Road Warrior Bodyshop,Vendor,begin party success,,5115,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,67785 Perry Points Suite 712,West Tyler,LA,80645,-55.200966,148.281881
Check,,912.26,QBO,False,631,1,2021-03-10,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 100.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 100.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",33,Accounts Payable (A/P),"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '31'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-03-10 19:53:04,2021-03-10 19:53:04,USD,United States Dollar,50,Tania's Nursery,Vendor,military discuss maybe,Not Set,7827,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,58105 Nguyen Passage,Carriemouth,LA,89109,47.909228,-9.384054
Check,,176.92,QBO,False,632,0,2022-12-03,"[{'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",70,Bookkeeper,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '14'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-12-03 16:12:09,2022-12-03 16:12:09,USD,United States Dollar,38,Ellis Equipment Rental,Vendor,use daughter decide,,6505,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,75611 Alexander Stream,Maldonadoborough,TX,66262,1.7218435,-57.898464
Cash,,369.15,QBO,False,633,0,2021-11-14,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",45,Landscaping Services,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '76'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-11-14 12:39:30,2021-11-14 12:39:30,USD,United States Dollar,51,Tim Philip Masonry,Vendor,piece degree hundred,Not Set,3746,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,088 Ryan Junctions Apt. 074,New Kevinbury,CA,06069,9.890169,-170.771453
Cash,,919.24,QBO,False,634,0,2022-03-01,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",59,Cost of Labor,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '81'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-03-01 21:11:57,2022-03-01 21:11:57,USD,United States Dollar,32,Cal Telephone,Vendor,two behind late,,4295,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,04423 Robertson Passage,New Diane,FL,80774,59.0487015,175.077062
CreditCard,False,887.68,QBO,False,635,0,2021-08-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 131.25, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 8.75, 'Qty': 15, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 216.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",86,Discounts given,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '94'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2021-08-12 00:22:59,2021-08-12 00:22:59,USD,United States Dollar,30,Books by Bessie,Vendor,consider mother benefit,Not Set,3673,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,91925 Robertson Roads Suite 376,Alanshire,FL,99500,-36.7176715,-123.947397
Cash,,635.35,QBO,False,636,0,2022-06-18,"[{'Id': '1', 'LineNum': 1, 'Description': 'Pest Control Services', 'Amount': 70.0, 'LinkedTxn': [{'TxnId': '46', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 70.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",69,Accounting,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '99'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-06-18 22:50:32,2022-06-18 22:50:32,USD,United States Dollar,46,Norton Lumber and Building Materials,Vendor,gas little share,Not Set,7896,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,70812 Alexandra Estates,West Juliemouth,FL,53601,-70.0080525,-128.050048
Check,,161.66,QBO,False,637,0,2022-12-12,"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",50,Sprinklers and Drip Systems,"[{'name': '{http://schema.intuit.com/finance/v3}NameValue', 'declaredType': 'com.intuit.schema.finance.v3.NameValue', 'scope': 'javax.xml.bind.JAXBElement$GlobalScope', 'value': {'Name': 'TxnType', 'Value': '22'}, 'nil': False, 'globalScope': True, 'typeSubstituted': False}]",2022-12-12 02:19:36,2022-12-12 02:19:36,USD,United States Dollar,39,Fidelity,Vendor,throughout study development,Not Set,7466,<bound method Provider.building_number of <faker.providers.address.en_US.Provider object at 0x000001A6B14B6490>>,58564 Emily Expressway Suite 890,New Christopher,CA,21685,56.1316215,157.652090
